3.4668 3.4796
1.0674 3.6764
4.6976 4.2306
2.7953 4.8172
5.262 3.8477
5.1517 3.8446
0.9972 3.4383
4.9024 4.078
3.4083 4.8769
1.0939 3.6687
4.5103 3.8361
5.3921 3.8541
5.0524 4.5479
2.9607 4.2426
4.9686 3.5122
2.783 4.2279
5.2006 3.8226
4.9469 3.7825
4.6065 4.2121
5.3839 3.4805
5.4779 4.2478
4.2894 3.8718
5.2763 3.5165
4.6071 4.1635
3.5405 4.8858
